,0,1,2,3,4,5
0.005,0.040455823820654,0.03061251121544152,0.0035869097735028816,-0.6510640627629977,3.5153040865193397,29.192725159967413
0.006,0.010054184690610073,0.0033271800707533683,0.002898534231523339,0.687334482442372,-0.026832812576238617,28.68481869917441
0.007,0.02415239968400893,0.017056602408329232,-0.0014493849973262812,-0.3844691907674371,-0.5533412904208443,30.42949215254497
0.008,0.05414828873463488,-0.008010766162513668,-0.007156697056500719,0.20118003116542052,-0.6527632647040913,31.403325793911865
0.009,0.04729368567742874,0.013995615615914668,0.0023225584994018156,-0.5838298281575458,-3.487394817739978,30.35515205637717
0.01,-0.015498315628851992,-0.02901783633002785,0.0025040153008433707,-0.4680349672225177,-0.32080393611692115,31.225398731481928
0.011,0.03020407796753527,0.05198311982358154,-0.0031024123465611827,0.35654176984343305,0.47445384145645597,28.144716674423574
0.012,0.0071415807941202485,0.006570419110347834,-0.0014294590618624515,0.6969263645308529,1.9627019005513193,26.977667925337148
0.013,0.010159232857100294,-0.006410271942429836,-0.006138372317844778,-0.10898333381328798,1.7943006026511814,30.993926293609206
0.014,0.02368259353765163,0.03151888735374968,-0.0011749847410519201,-1.017389667909693,-0.7381263093205306,31.653430740642044
0.015,0.019383151432386708,0.0033872621485546064,-0.010229561549884383,1.4980197597737597,-0.47170879594494686,30.05236888609259
0.016,0.05078202273540325,-0.018057399704257807,0.0027643536556255146,-0.5882792677524159,2.1226762991823547,33.26108928566674
0.017,0.0365531986863977,-0.016620785153160164,-0.006221596160892169,-1.082506601455947,-0.26033091636505906,32.1476805780818
0.018,0.02342176918428712,0.039490827015135094,0.00158976781559466,1.960301441337909,-0.869500392168258,36.532674543665166
0.019,0.03200480732202391,0.018273388103943404,-0.009258464752604093,-0.22967232897058076,2.6537987654166835,29.349907749254175
0.02,0.030646176547647053,0.020405067286503056,-0.0038650413218542,-0.9955141513542308,2.012515925575378,27.34305802665952
0.021,0.05803066584517668,0.05406186109243599,-0.0006909557670619411,-0.41412591254443465,0.14708023825877062,27.96108453040488
0.022,0.020355692693393428,-0.003541043702238334,-0.010916160297475368,0.3677083585233576,-0.9680866766056856,28.369048461083974
0.023,0.03294359103743793,0.00814995276113065,0.0008182569054300674,0.24897425800612888,-3.5689505426105774,30.930298085976055
0.024,0.007156972634515316,0.01839930052346974,-0.0024334426007126906,-0.5038001262221561,1.2477772437566295,24.35635046489667
0.025,-0.030794138209832334,0.032116492885459764,-0.011420422793744757,1.4698754069938278,-1.4773897360084027,32.967310739116726
0.026,0.042591979680843065,0.02931597686837237,-0.008507363124088894,-0.23762529106145056,-3.42764702692104,29.0664280972975
0.027,0.047861586055646776,0.023547074517492966,0.0041068049992359825,-0.7117062863960348,3.135971759461051,29.017686400452572
0.028,0.011785080198649177,0.03024307802280608,0.00604073191668058,0.8745040049931623,1.4254719414089143,26.918064267325825
0.029,0.08054647494083002,0.02963887354422186,-0.0007248453658571752,1.157365634861272,-1.8533237097962996,29.28534363779235
0.03,-0.00374252458429589,0.013849688835242426,0.0028370625123720346,-0.40443269326815123,-1.9736739425009133,29.570574286419866
0.031,0.030574531320821274,0.011846455363186618,0.0016626393139231807,-0.8198443574859136,1.8931843987373362,29.202754236016602
0.041,0.025769411550728177,0.04328498341121877,0.0026171331570323444,1.0937893787749748,-1.1367888131907917,30.021448606414644
0.051,0.06342996227135786,0.011965807193371317,0.00926764702094055,-1.0394896175140413,3.071398339873407,27.392638523533915
0.061,0.059911892398178276,0.0034495797112790126,-0.008781393653249868,-0.32369889159929854,2.0034571749384766,26.331760238260586
0.071,0.02779889023546736,0.024063668851398056,0.00605666018032459,1.3874850287763807,2.028249301240235,29.646677750685193
0.081,0.03063952190545352,0.02604260134253839,-0.0004901070256235862,0.7270281192696976,1.9419685122867205,28.282330326373636
0.091,-0.00021950021325614286,0.08827329679337285,0.0010001053486017168,0.6525286720870552,1.6907583130398938,28.306379441749904
0.141,-0.03306841734893631,-0.0004284951822957177,0.002641649411558595,1.3611333787519702,3.4833839382474636,29.670760882151946
0.191,-0.000575360490692285,0.0368746893427498,0.003962931571190588,1.0956526227704162,1.3151511193770302,24.098106462674572
0.241,0.008317680350352864,0.02733251776497187,-0.00026333848519466234,0.28024990013236994,2.4699537937976443,24.330410088117645
0.291,0.031275440929469746,-0.027071783255749313,0.010059613824368173,2.1528940934657514,3.7761167957480852,29.518810732203946
0.391,0.029344546369128796,0.022464257681989896,0.02101507014260321,2.1075020366016037,3.456809956574073,22.761334581706027
0.491,-0.007245044448135096,-0.03087441596767156,0.009901807479135518,1.1898979860860828,0.1715864877106501,23.330166657327524
0.591,-0.005543366597374285,-0.07067804645024986,0.010039957395903881,0.9811951590520138,1.391127326460941,28.769908081452336
0.691,-0.022636384698439295,0.01628707275759216,0.005004054045268068,2.5823328224725173,2.716508612194591,27.475764337679294
0.791,-0.031182457479744588,-0.04681200802712151,0.008120196158427207,0.5905223994313588,1.4365397619387767,27.278820805915775
0.891,-0.037775287324506406,0.01204878512492371,0.011278654705727205,0.5380335935569707,5.40868523491549,26.909637286613854
0.991,0.04520683235707595,-0.018245803477359844,0.005065382180607479,0.9377951057499363,1.3588533971980492,27.322978641374956
1.091,-0.010747064943727421,0.04428551536423441,0.0038544300143775728,1.6975564764612816,1.7400475893530563,27.113430149270947
1.191,-0.009184796165397933,0.028512810936449487,0.008899746410702822,1.739557124487674,3.4185385883771433,30.798385998585204
1.291,-0.027746683495523904,-0.012097708901195289,-0.00038438072222870406,0.3388485121009407,2.5719648249479707,26.51996852351746
1.391,0.01831480134358063,-0.01835399142635834,0.006834272119594529,0.7158582028984184,1.6606454998597933,27.18058263457508
1.491,-0.03604759333311917,-0.03239615428729208,0.010124076244398286,-0.5566088478175218,0.5024303195632174,32.106826085911834
1.591,-0.004266577006889387,-0.011765474335455087,0.013274029996189693,0.19301340196445158,2.4268468963639847,27.776004031017845
1.691,-0.019812716947223884,-0.007480944109385801,0.0033285152972601715,-0.22422192686465497,3.76236237835296,33.30956112393743
1.791,0.009277205286325679,-0.009731408784564556,0.012621286659677516,-0.373661083800521,2.7057072141794443,27.55253785497292
1.891,-0.011145565203224168,0.004181456253707146,0.010122611268712603,1.5732804502736948,0.36433527770745666,31.258150087829605
1.991,-0.02638989432606372,0.015437155502557875,-0.0035524809515082535,-0.2644988786293792,4.985075440878049,23.78921363403225
2.091,-0.00024284731453726334,0.009330111660956986,-0.00525882658749767,-0.09461485775631329,-0.9070052919897067,28.324309151424554
2.191,0.010099714631175835,-0.02039026774939026,0.0005495410918240694,0.5439867523847629,-1.1750122801878973,24.041496587060834
2.291,0.001857710180708957,-0.03836574795400122,0.009157637269285928,1.2093893236085103,3.5021004866809777,30.11144714740373
2.391,0.00719450104449781,0.036410902384143656,0.0017076816392891272,0.5934225100983207,2.1319715138728785,25.030142036697224
2.491,-0.014103470380423956,-0.018397127910496032,-0.00194393901524027,2.2489344434300533,0.687938188241253,28.77847947177354
2.505,-0.007700145906087044,-0.017981699259481673,0.015721991540303463,0.17627105903246548,0.12861000318313942,27.55425244219505
2.506,-0.014287588249818088,-0.013861950838656125,0.004542749212039749,0.3838745331113104,5.019876465068473,25.930542470859443
2.507,-0.006091782665649092,-0.050073950605581154,-0.01849357353902863,0.3948408302015257,1.8680587576639278,25.075026141098075
2.508,-0.015253334637046492,-0.010691585689778967,0.004840530471157314,1.1173130482279157,2.46560367140577,27.127173950191704
2.509,-0.034747760407523746,-0.00923624242452336,0.006661947888118712,0.5414922216982715,2.1577354104801367,31.29695468951316
2.51,0.011111823154701468,0.02332131750141628,0.004096749046459198,0.15578933745921736,2.3273427305871612,27.522597287368292
2.511,-0.00035567653238373527,0.027448034509673324,0.0061234369583452195,-0.35843614838536614,2.481216101163846,29.759992962889694
