,0,1,2,3,4,5
0.005,0.017384192096343638,0.009404053336398986,0.0008213992606487917,-0.03161105281228669,0.7616352319822073,29.806453316104346
0.006,0.01618982668209089,0.007536710933596971,0.0006494263505705606,-0.0672185691641472,0.40487256901829205,29.836578837419548
0.007,0.015239049447074243,0.006236827244801808,0.000421370940760234,-0.08780926743857484,0.12119914282338307,29.866111792249125
0.008,0.014531860391293694,0.005504402270013496,0.00013723303121781192,-0.09338314763556958,-0.08938504660251967,29.89505218059308
0.009,0.014068259514749241,0.005339436009232038,-0.00020298737805670537,-0.08394020975513145,-0.22687999925941627,29.92340000245141
0.01,0.013848246817440915,0.005741928462457444,-0.0005992902870633205,-0.05948045379726071,-0.29128571514730794,29.951155257824176
0.011,0.013121368767729619,0.009699087565473953,-0.0013105146312986753,-0.025543886804948297,-0.09049651062750216,29.80945558549503
0.012,0.012590185227348701,0.010788285034563447,-0.001075107120304368,0.08869917907413347,0.19537222699095644,29.77982053802303
0.013,0.013725077898248002,0.009606433349933876,-0.0014997833170646208,-0.0460429951364946,0.43465843039728047,29.72614513076587
0.014,0.017348339284079157,0.009471922504932345,-0.0017591489766872338,0.06458439421515774,0.43015611744438276,30.373837705299557
0.015,0.02268495505031877,0.011105042560119448,-0.00196067388464019,0.1176152465459718,0.24743462140015682,30.917226990368327
0.016,0.022254954250829597,0.00774634369759036,-0.00197181947887515,0.05742195192884417,0.2874122037406708,31.288964824507467
0.017,0.027163999296707195,0.014801285805253583,-0.00159185610166829,-0.005197006856218961,0.3450300960013991,31.21233093864997
0.018,0.028637909022688555,0.01809688117889762,-0.001893843683431966,0.01900644086254949,0.5523978288828206,30.62605753991614
0.019,0.030081392530465607,0.018950851578043878,-0.002092569494527478,0.05445862795851859,0.41569807659928465,30.506551969667534
0.02,0.031696566410278966,0.02215237168642118,-0.0014749862485664803,-0.11945053716622286,0.30494810407951756,29.774136404194785
0.021,0.025993568471393315,0.024692444852088668,-0.0021656360170564212,0.05413572501173019,0.15603709006039826,29.29303617800818
0.022,0.023778126492565745,0.025121411528072908,-0.0026468215056952827,0.10739747489915971,-0.21487616552346636,29.070614213180942
0.023,0.024333939668982382,0.023115900899782382,-0.003175707239111905,-0.03996779591661341,-0.4133225941343884,28.98659094209422
0.024,0.020446265950285404,0.024758757910280156,-0.0022007076132612366,0.08903318903319889,-0.46744911615375684,29.29174979020623
0.025,0.023743727937561993,0.026161298800776465,-0.002040173506548096,0.23932790533527226,-0.3092776134456638,29.36392226482944
0.026,0.023762640372458965,0.026903694825949204,-0.0013808236443097672,0.2753797905735197,-0.2757585816303914,29.334795655258663
0.027,0.027297868797099528,0.028953827785122323,-0.00035120950527987713,0.15966308058720483,-0.006680173984460636,29.27149748490808
0.028,0.027586544454710985,0.02977983025044071,-0.00037637768862682104,0.23194757493715928,-0.015676812640725762,29.348800141756723
0.029,0.031128758408100088,0.029889117013046827,0.0014562293800816973,0.2118559732737214,-0.08011886332682906,29.58576686572099
0.03,0.035229935093442355,0.028080342174609023,0.0018958800549087025,0.03843949376412138,0.24590913861522723,28.971395213060084
0.031,0.03309875597341337,0.02731267510534527,0.0018848138628871016,0.141078453628763,0.47096048924518275,29.038125682982532
0.041,0.034935056681853385,0.02429026466059054,0.001230989907304053,0.19721709466618495,0.46402211801461846,28.92024802762937
0.051,0.03705491890833363,0.028400170369438968,0.0010587752827986834,0.17041332020141556,0.8226000702451702,28.75917530147449
0.061,0.031062400824993362,0.029344612860281304,0.0012812060569757147,0.32347325919290015,1.3918464426758828,28.66772088183246
0.071,0.02886980692077381,0.030803060253695908,0.0015016417045522906,0.6221631107272745,1.622002925947687,28.41493950175912
0.081,0.01956172498363714,0.03240673699367659,0.0015116423309977846,0.7260593902347319,1.6458862223892727,27.81380542431011
0.091,0.012640624763230744,0.02742151809631922,0.0015486178056925406,0.8179784297531294,1.947051511322449,27.673657794549907
0.141,0.007746213208536216,0.02698698130500316,0.003186080253858443,1.1157191536865945,2.1277564856900737,27.433314261596124
0.191,0.005627936027797497,0.023525475378652762,0.005770332882073818,1.216229364214746,2.335322684186546,26.707787167384332
0.241,0.006172433412752691,0.010774750040761907,0.007241785013422349,1.1670216628382228,2.3618035439311984,26.126525908593145
0.291,0.005761661482922907,0.0032372533959002074,0.009010111139109017,1.336076114152871,2.4306286963427954,25.956267222911034
0.391,0.006223069042743135,-0.007853379091788822,0.009836865554098045,1.3806880631272498,2.227992730751655,25.944609250926
0.491,0.0008903516975304912,-0.008095535291083828,0.010525820558470213,1.3011006600545323,2.2754638013200545,26.116492394382696
0.591,-0.002352409010861845,-0.014711876188095174,0.01063860456324267,1.2047527283573656,2.369258344092544,26.62054327299054
0.691,-0.0049670888532213475,-0.01333904921107788,0.009922915628718325,1.1111677899437757,2.1986981416217226,26.654749754928808
0.791,-0.006335585919766953,-0.006466715507186126,0.008775114731479714,1.0031861318688713,2.169747074886039,26.963873493910004
0.891,-0.007878437284814424,-0.003073495328758927,0.007217670445048801,0.951128230326199,2.322872958542983,27.575759364844572
0.991,-0.0034960971624848985,0.004070989055386448,0.006730389959137559,0.9796258015362799,2.5489701224589623,27.445771117499717
1.091,-0.0033086729694707826,0.0055371521370062345,0.006031763720282558,0.8566424430808124,2.342219841313913,27.515930515667804
1.191,-0.0016076640077905013,0.0011357477359562546,0.006320453670439538,0.7065478863749879,2.090767656784733,27.597441421477487
1.291,-0.0029794292382136537,0.0015762103191543008,0.005691614631924734,0.6835925070930224,2.0418821407456846,28.101209125784358
1.391,-0.004042892183962629,-0.004000484685748535,0.005688095994585531,0.4459699224674394,1.9901815727667729,28.294275681229323
1.491,-0.006898868691760041,-0.006294456755572506,0.0067978574328487066,0.3436074974454698,1.980723075912539,28.806226434091528
1.591,-0.005316432047020593,-0.009577704247893943,0.0070212520384216924,0.22822721355823675,2.159372629244029,28.75068339016137
1.691,-0.005843134948296286,-0.005669038267169482,0.006183841121064902,0.16673261707882164,2.1490721890895417,28.737408628459423
1.791,-0.0047659693060587375,-0.0005091292944173567,0.005162626785935879,0.18481869895741315,1.9210331344603517,28.49316721734128
1.891,-0.0053461095405369615,-0.0020078511465998735,0.003981652496095529,0.2346403350690692,1.8675063112794832,28.274790591522333
1.991,-0.0008671662132679681,0.0005403198446258188,0.0031328120261390514,0.2770907512504215,1.847665211749309,27.653219609708767
2.091,-0.0011943660385648844,6.695713505312659e-05,0.0016287767354600281,0.40546175431765186,1.658030076868176,27.5546487295437
2.191,-3.7647054984467094e-05,-0.0009399675879330667,0.0019478088963480042,0.516086288597817,1.2915495609284535,27.303439722554252
2.291,-0.0012946594590001412,-0.0009050089415974707,0.0027903132873223374,0.5531172808143716,1.430364449103378,27.55241996033957
2.391,-0.00011029698018662779,-0.00522580561035235,0.0023940845954818647,0.4821760660981227,1.5693734887918427,27.377340356513457
2.491,0.0002960923674839557,-0.008175895340827927,0.002594524885779157,0.5995915357464218,1.5838098945946575,27.46013813282452
