,CO,O2,CO2,CO*,O*,*,time,k
0,1e-05,1e-05,1e-05,1e-05,1e-05,30.0,0.005,11.604143703594024
1,0.0007196614016981454,0.000530685463887767,1.4814086951750251e-05,0.00026192701071528447,0.00026371151293850555,29.999494361476348,0.006,0.5029290529900279
2,0.0017248281278990163,0.0013299496426282251,1.9138930486830864e-05,0.0008638900844878593,0.0008976143524013149,29.99825849556311,0.007,0.26400932293298074
3,0.0030134699888484957,0.002413759449696746,2.3032150170554552e-05,0.0019142296261741591,0.002046686270146402,29.99605908410368,0.008,0.6254295218504762
4,0.004532361576708901,0.003746224802547631,2.6539022703461545e-05,0.003492648132107219,0.0038286434709792765,29.992698708396915,0.009,0.11486283027576558
5,0.006215298869490988,0.00527341233128569,2.9696034474855667e-05,0.0056556819916855445,0.006335296644968981,29.988029021363346,0.01,10.318820122746692
6,0.007997374759424742,0.006938280081640934,3.2523061027906016e-05,0.00843715161824218,0.009631030220944794,29.981951818160812,0.011,
7,0.009821514220351666,0.008687637210427234,3.50403785403098e-05,0.011850897570541854,0.013754622456612606,29.974414479972847,0.012,
8,0.011641036790864983,0.010475975664912682,3.721050722048975e-05,0.01589440987534282,0.018722908664496215,29.965402681460162,0.013,
9,0.01341958007559373,0.012266257012619393,3.902767688303905e-05,0.020552444581079857,0.024534849066655796,29.954932706352263,0.014,
10,0.015129810238448373,0.014029250855208793,4.046113095103147e-05,0.02580018791039316,0.031175290637575615,29.943044521452034,0.015,
11,0.01675231662136179,0.015742585136162623,4.148327040696421e-05,0.031606038506774826,0.038618287599460656,29.929795673893768,0.016,
12,0.018274958596585532,0.017390149510155887,4.2059876254044915e-05,0.037934158791526756,0.0468301368315394,29.915255704376936,0.017,
13,0.019690121187045977,0.01895998736336981,4.213958599439435e-05,0.04474606851661225,0.05577141067338227,29.899502520810007,0.018,
14,0.020994555485944304,0.020444372616556596,4.1705724509070415e-05,0.052002184115703946,0.06539902320424903,29.88261879268005,0.019,
15,0.022188047037980583,0.021838920513702297,4.075212490757971e-05,0.05966288895709351,0.0756678637079071,29.864689247335,0.02,
16,0.023272572555349796,0.02314151821891417,3.924502971019721e-05,0.06768930311191186,0.08653191141130723,29.84579878547678,0.021,
