,CO,O2,CO2,CO*,O*,*,time,k
0,1e-05,1e-05,1e-05,1e-05,1e-05,30.0,0.005,10.367491292095918
1,0.0007425639247024354,0.0005263984761383,1.9316359088503144e-06,0.00025477465285956056,0.00028811030463483846,29.999477115042506,0.006,0.7929493430163705
2,0.001793102853588692,0.0013134138310853607,9.634399183170609e-07,0.000818772237694102,0.0009539295870601197,29.998247298175247,0.007,0.27872741475523266
3,0.0031523810120755824,0.002375712360589545,8.757608849813839e-07,0.0018039634789464806,0.0021516739104121313,29.996064362610642,0.008,19.571752203373702
4,0.004767774707768062,0.00367671621637025,9.242820084105227e-07,0.0032903417218765785,0.004001474406461013,29.992728183871662,0.009,8.068507300181455
5,0.006571634881665719,0.005162485139319002,1.0354025815675688e-06,0.005336063941605867,0.006595402321552528,29.988088533736843,0.01,20.920375795886876
6,0.008496084535315767,0.006776547049052876,1.223058163737191e-06,0.007977958679683603,0.009996724029679403,29.982045317290638,0.011,
7,0.010480261077588414,0.008466498240449347,1.5179796776267885e-06,0.011233778491775145,0.014241990253568315,29.974544231254658,0.012,
8,0.012473294134908303,0.010188121562979954,1.9538352828566503e-06,0.015105287781380662,0.019345128479682012,29.965569583738937,0.013,
9,0.014434499276045332,0.011905988659464519,2.625589159526189e-06,0.01958184485325222,0.0253022930457169,29.95513586210103,0.014,
10,0.016332090004417873,0.013592454061945597,3.563625328683386e-06,0.024642685299631206,0.03209532726561808,29.94328198743475,0.015,
11,0.018142486824766126,0.015226544106633178,4.841875913755111e-06,0.03025978595381342,0.03969547203379963,29.93006474201239,0.016,
12,0.01985064103476548,0.016793769928170627,6.540188895265589e-06,0.03640056500844655,0.048066716077818435,29.915552718913737,0.017,
13,0.021445847349571938,0.018282938227784352,8.717898793146581e-06,0.0430291015018853,0.05716737204343525,29.899823526454682,0.018,
14,0.02292266738958883,0.019687206047131256,1.1417725449598067e-05,0.05010767692932065,0.06695220805351938,29.882960115017163,0.019,
15,0.024279188066719658,0.021003111900074947,1.4707667417336843e-05,0.057598082741595676,0.0773743938579964,29.86504752340041,0.02,
16,0.02551609714960875,0.02222913381998683,1.8667818851033504e-05,0.06546254828334161,0.0883866275249879,29.84617082419167,0.021,
17,0.026637506600357082,0.023365581124273137,2.329874633772206e-05,0.07366426726901026,0.09994154203363809,29.826414190697353,0.022,
18,0.027648305681514548,0.024414328451194033,2.8671153104631597e-05,0.08216817943890788,0.11199304881153249,29.805858771749563,0.023,
19,0.028553736094272485,0.02537846313468959,3.485929534432733e-05,0.09094114016760566,0.12449701735472234,29.784581842477674,0.024,
20,0.029360510382567553,0.026261171751020378,4.1849790594598704e-05,0.09995178475031999,0.13741074381056287,29.76265747143912,0.025,
21,0.03007412719621148,0.027066087417824236,4.966366085250404e-05,0.10917043804189486,0.1506934675263662,29.74015609443174,0.026,
22,0.030701240112094266,0.027797213503342667,5.835053085163996e-05,0.11856970759616951,0.16430679040893023,29.717143501994904,0.027,
23,0.03124767532474987,0.02845848762402821,6.79529145768598e-05,0.12812420817010886,0.1782146261202769,29.693681165709616,0.028,
24,0.03171973234424279,0.02905407628601924,7.846928548132633e-05,0.1378104236865243,0.19238302380115765,29.66982655251232,0.029,
25,0.032122790810839706,0.02958817078138751,8.992514468653168e-05,0.14760664344950042,0.20678039645686533,29.645632960093636,0.03,
26,0.0324617439820889,0.03006508944717336,0.00010234243976894528,0.15749281166062698,0.2213775753603803,29.621149612978996,0.031,
27,0.03335810180270286,0.03229634019338249,0.0002879569766366924,0.2580968734533816,0.3751143546923904,29.36680877185423,0.041,
28,0.03207898040497545,0.03229465000414616,0.0005445152779367321,0.3531103768015664,0.5252273988505106,29.12168222434792,0.051,
29,0.02987224394801147,0.031104712140955122,0.0008611340453029236,0.43975262440920615,0.6664663718299729,28.89380100376082,0.061,
30,0.02736801658730175,0.029343899681122384,0.0012172028807702882,0.5172145902986911,0.7966829532416657,28.686122456459643,0.071,
31,0.024830846435026695,0.0273485528884581,0.001593893916723704,0.5855017968672034,0.9153168811889536,28.49920132194384,0.081,
32,0.022426374051966368,0.025291630630560318,0.0019767545698175554,0.6451652013552922,1.0225989929467603,28.332255805697944,0.091,
33,0.01537784224019369,0.017728552783826627,0.0035452441628684088,0.8267249009339843,1.3750694935014147,27.7982256055646,0.141,
34,0.010197618607128957,0.0117837632515858,0.004622271405070527,0.9179906254601143,1.5887161216428025,27.493313252897078,0.191,
35,0.007172687446915431,0.007809469976743657,0.005258060344793969,0.9580292616041884,1.714817478391816,27.32717326000399,0.241,
